add;896880
dsp;896880
add;1564160
dsp;1564160
add;461984
dsp;461984
add;1586976
dsp;1586976
add;664448
dsp;664448
add;1457032
dsp;1457032
add;1824584
dsp;1824584
add;553456
dsp;553456
add;464408
dsp;464408
add;871112
dsp;871112
add;280976
dsp;280976
add;1705992
dsp;1705992
add;1544232
dsp;1544232
add;1100064
dsp;1100064
add;1712768
dsp;1712768
add;361144
dsp;361144
add;1764368
dsp;1764368
add;1765128
dsp;1765128
add;2018712
dsp;2018712
add;287488
dsp;287488
add;1347008
dsp;1347008
add;1498160
dsp;1498160
add;1620816
dsp;1620816
add;1102992
dsp;1102992
add;902072
dsp;902072
add;1471408
dsp;1471408
add;798512
dsp;798512
add;205792
dsp;205792
add;653712
dsp;653712
add;1925000
dsp;1925000
add;540456
dsp;540456
add;435968
dsp;435968
add;1057920
dsp;1057920
add;1660336
dsp;1660336
add;1240256
dsp;1240256
add;1428600
dsp;1428600
add;107032
dsp;107032
add;1112576
dsp;1112576
add;1208728
dsp;1208728
add;358472
dsp;358472
add;175744
dsp;175744
add;805680
dsp;805680
add;592408
dsp;592408
add;1279664
dsp;1279664
add;181664
add;493096
add;1535112
add;369840
add;788080
add;1081728
add;1452280
add;2030968
add;1216432
add;821112
add;980720
add;999456
add;825944
add;987344
dsp;181664
dsp;493096
dsp;1535112
dsp;369840
dsp;788080
add;918088
add;1134376
add;957976
add;1523464
add;1092120
dsp;1081728
add;239864
dsp;1452280
add;1703488
dsp;2030968
add;2080344
dsp;1216432
add;2053816
dsp;821112
add;106400
dsp;980720
add;563768
dsp;999456
add;950456
dsp;825944
add;85280
dsp;987344
add;1290400
dsp;918088
add;68472
dsp;1134376
add;1812984
dsp;957976
add;801856
dsp;1523464
add;1693592
dsp;1092120
add;1048416
dsp;239864
add;1872560
dsp;1703488
add;115584
dsp;2080344
add;192816
dsp;2053816
add;2014288
dsp;106400
add;1967952
dsp;563768
add;1683472
dsp;950456
add;1992784
dsp;85280
add;1037376
dsp;1290400
add;727296
dsp;68472
add;1044544
dsp;1812984
add;443344
dsp;801856
add;580136
dsp;1693592
add;211488
dsp;1048416
add;714376
dsp;1872560
add;130280
dsp;115584
add;641752
dsp;192816
add;3752
dsp;2014288
add;326704
dsp;1967952
add;1033504
dsp;1683472
add;1661872
dsp;1992784
add;768056
dsp;1037376
add;1626800
dsp;727296
add;1282264
dsp;1044544
add;511944
dsp;443344
add;1834520
dsp;580136
add;768032
dsp;211488
add;516056
dsp;714376
add;1222400
dsp;130280
dsp;641752
add;1995368
dsp;3752
add;1004736
dsp;326704
add;1723056
dsp;1033504
add;1063648
dsp;1661872
add;1662640
dsp;768056
add;865608
dsp;1626800
add;1907792
dsp;1282264
add;1545176
dsp;511944
add;1124032
dsp;1834520
add;192200
dsp;768032
add;1788600
dsp;516056
add;1984784
dsp;1222400
add;461488
dsp;1995368
dsp;1004736
add;802984
dsp;1723056
add;1986968
dsp;1063648
add;1290240
dsp;1662640
add;1438096
dsp;865608
add;244448
dsp;1907792
add;123480
dsp;1545176
add;1322960
dsp;1124032
add;1318392
dsp;192200
add;514224
dsp;1788600
add;1209368
dsp;1984784
add;163144
dsp;461488
add;1950328
dsp;802984
add;970296
dsp;1986968
add;156856
dsp;1290240
add;1833000
dsp;1438096
add;212312
dsp;244448
dsp;123480
add;1673000
dsp;1322960
dsp;1318392
add;206352
dsp;514224
add;1773808
dsp;1209368
add;1242032
dsp;163144
add;342544
dsp;1950328
add;48376
dsp;970296
dsp;156856
add;958544
dsp;1833000
add;1575648
dsp;212312
add;1017736
dsp;1673000
dsp;206352
add;76616
dsp;1773808
add;565624
dsp;1242032
add;1899416
dsp;342544
add;1416336
dsp;48376
add;1388608
dsp;958544
add;1980240
dsp;1575648
add;894576
dsp;1017736
add;1994376
dsp;76616
add;2008256
dsp;565624
add;201504
dsp;1899416
add;60432
dsp;1416336
dsp;1388608
dsp;1980240
add;1533264
dsp;894576
dsp;1994376
add;728776
dsp;2008256
add;1310928
dsp;201504
add;1238592
dsp;60432
add;1142888
dsp;1533264
dsp;728776
dsp;1310928
dsp;1238592
dsp;1142888
add;451288
dsp;451288
