add;1586976
dsp;1586976
add;1564160
dsp;1564160
add;461984
dsp;461984
add;674264
dsp;674264
add;1824584
dsp;1824584
add;896880
dsp;896880
add;871112
dsp;871112
add;280976
dsp;280976
add;361144
dsp;361144
add;664448
dsp;664448
add;9472
dsp;9472
add;1457032
dsp;1457032
add;385512
dsp;385512
add;542880
dsp;542880
add;1238480
dsp;1238480
add;1765128
dsp;1765128
add;1240256
dsp;1240256
add;9552
dsp;9552
add;1705992
dsp;1705992
add;1712768
dsp;1712768
add;1731624
dsp;1731624
add;1379272
dsp;1379272
add;287488
dsp;287488
add;1347008
dsp;1347008
add;1764368
dsp;1764368
add;1039792
dsp;1039792
add;553456
dsp;553456
add;435968
dsp;435968
add;1069544
dsp;1069544
add;1640064
dsp;1640064
add;387232
dsp;387232
add;1755816
dsp;1755816
add;902072
dsp;902072
add;540456
dsp;540456
add;493096
dsp;493096
add;1585504
dsp;1585504
add;1764800
dsp;1764800
add;592408
dsp;592408
add;1456408
dsp;1456408
add;788080
dsp;788080
add;2018712
dsp;2018712
add;1620816
dsp;1620816
add;1471408
dsp;1471408
add;1428600
dsp;1428600
add;1361560
dsp;1361560
add;1369984
dsp;1369984
add;1208728
dsp;1208728
add;983632
dsp;983632
add;362880
dsp;362880
add;492912
dsp;492912
add;1544232
dsp;1544232
add;1918240
dsp;1918240
add;1074184
dsp;1074184
add;1216432
dsp;1216432
add;636680
dsp;636680
add;1660336
dsp;1660336
add;1563640
dsp;1563640
add;1925000
dsp;1925000
add;1908008
dsp;1908008
add;1081728
dsp;1081728
add;1092120
dsp;1092120
add;1134376
dsp;1134376
add;1812688
dsp;1812688
add;937208
dsp;937208
add;107032
dsp;107032
add;12296
dsp;12296
add;653712
dsp;653712
add;38632
dsp;38632
add;1057920
dsp;1057920
add;1703488
dsp;1703488
add;808152
dsp;808152
add;987344
dsp;987344
add;821112
dsp;821112
add;1818760
dsp;1818760
add;1306048
dsp;1306048
add;665064
dsp;665064
add;1112576
dsp;1112576
add;99512
dsp;99512
add;2030968
dsp;2030968
add;1853120
dsp;1853120
add;1498160
dsp;1498160
add;666712
dsp;666712
add;181664
dsp;181664
add;526200
dsp;526200
add;805680
dsp;805680
add;2079408
dsp;2079408
add;425488
dsp;425488
add;1078048
dsp;1078048
add;563768
dsp;563768
add;341464
dsp;341464
add;1693592
dsp;1693592
add;369840
dsp;369840
add;115584
dsp;115584
add;1725904
dsp;1725904
add;2080344
dsp;2080344
add;352800
dsp;352800
add;1279664
dsp;1279664
add;1150632
dsp;1150632
add;1535112
dsp;1535112
add;191984
dsp;191984
add;2014288
dsp;2014288
add;950456
dsp;950456
add;1504704
dsp;1504704
add;1812984
dsp;1812984
add;1109232
dsp;1109232
add;1452280
dsp;1452280
add;781712
dsp;781712
add;1911280
dsp;1911280
add;106400
dsp;106400
add;228648
dsp;228648
add;798512
dsp;798512
add;427776
dsp;427776
add;1523464
dsp;1523464
add;2079784
dsp;2079784
add;999456
dsp;999456
add;453992
dsp;453992
add;1026400
dsp;1026400
add;597328
dsp;597328
add;326704
dsp;326704
add;1099256
dsp;1099256
add;1037376
dsp;1037376
add;500376
dsp;500376
add;1747912
dsp;1747912
add;130280
dsp;130280
add;239864
dsp;239864
add;412320
dsp;412320
add;1165968
dsp;1165968
add;1967952
dsp;1967952
add;957976
dsp;957976
add;918088
dsp;918088
add;1159736
dsp;1159736
add;727296
dsp;727296
add;211488
dsp;211488
add;1661872
dsp;1661872
add;2053816
dsp;2053816
add;358472
dsp;358472
add;1275640
dsp;1275640
add;400752
dsp;400752
add;1992784
dsp;1992784
add;1237376
dsp;1237376
add;816536
dsp;816536
add;860928
dsp;860928
add;1872560
dsp;1872560
add;1809304
dsp;1809304
add;1290400
dsp;1290400
add;298280
dsp;298280
add;1662640
dsp;1662640
add;847656
dsp;847656
add;691264
dsp;691264
add;511944
dsp;511944
add;1756640
dsp;1756640
add;192816
dsp;192816
add;1119040
dsp;1119040
add;1161176
dsp;1161176
add;1004736
dsp;1004736
add;1048416
dsp;1048416
add;809848
dsp;809848
add;801856
dsp;801856
add;233568
dsp;233568
add;768056
dsp;768056
add;1222400
dsp;1222400
add;691168
dsp;691168
add;1834520
dsp;1834520
add;825944
dsp;825944
add;487600
dsp;487600
add;978504
dsp;978504
add;1282264
dsp;1282264
add;1683472
dsp;1683472
add;1955736
dsp;1955736
add;550096
dsp;550096
add;1907792
dsp;1907792
add;3752
dsp;3752
add;1829560
dsp;1829560
add;443344
dsp;443344
add;256048
dsp;256048
add;210304
dsp;210304
add;123480
dsp;123480
add;1390088
dsp;1390088
add;1788600
dsp;1788600
add;1282296
dsp;1282296
add;1015344
dsp;1015344
add;1290240
dsp;1290240
add;641752
dsp;641752
add;1033504
dsp;1033504
add;1547568
dsp;1547568
add;650584
dsp;650584
add;19600
dsp;19600
add;199000
dsp;199000
add;714376
dsp;714376
add;802984
dsp;802984
add;1545176
dsp;1545176
add;1984784
dsp;1984784
add;1948888
dsp;1948888
add;68472
dsp;68472
add;1061320
dsp;1061320
add;597200
dsp;597200
add;1626800
dsp;1626800
add;1699784
dsp;1699784
add;271504
