dsp;1275640
dsp;1655744
dsp;1764800
dsp;1911280
dsp;2079408
add;290504
dsp;290504
add;1693592
dsp;1693592
add;1992784
dsp;1992784
add;805680
dsp;805680
add;1523464
dsp;1523464
add;1967952
dsp;1967952
add;511944
dsp;511944
add;1102992
dsp;1102992
add;653712
dsp;653712
add;1544232
dsp;1544232
add;1460912
dsp;1460912
add;1057920
dsp;1057920
add;1112576
dsp;1112576
add;211488
dsp;211488
add;239864
dsp;239864
add;2014288
dsp;2014288
add;967488
dsp;967488
add;781712
dsp;781712
add;191984
dsp;191984
add;1161176
dsp;1161176
add;400752
dsp;400752
add;597328
dsp;597328
add;298280
dsp;298280
add;1165968
dsp;1165968
add;1192968
dsp;1192968
add;12296
dsp;12296
add;36832
dsp;36832
add;341464
dsp;341464
add;816536
add;487600
add;526200
add;666712
dsp;487600
dsp;526200
dsp;666712
dsp;816536
add;388368
dsp;388368
add;130280
dsp;130280
add;1282264
dsp;1282264
add;999456
dsp;999456
add;1788600
dsp;1788600
add;1279664
dsp;1279664
add;768056
add;1535112
add;1452280
add;1498160
add;814816
add;205792
add;1872560
add;1222400
add;192816
add;1661872
dsp;1222400
dsp;1452280
dsp;1498160
dsp;1535112
dsp;1661872
dsp;1872560
dsp;814816
dsp;768056
dsp;205792
dsp;192816
add;662208
dsp;662208
add;1237376
dsp;1237376
add;1159736
dsp;1159736
add;650584
dsp;650584
add;1725904
dsp;1725904
add;256048
dsp;256048
add;500376
dsp;500376
add;2079784
dsp;2079784
add;427776
dsp;427776
add;1061320
dsp;1061320
add;1756640
dsp;1756640
add;809848
dsp;809848
add;1401744
dsp;1401744
add;210304
dsp;210304
add;1220184
dsp;1220184
add;978504
dsp;978504
add;598536
dsp;598536
add;1004736
dsp;1004736
add;192200
dsp;192200
add;1290400
dsp;1290400
add;798512
dsp;798512
add;802984
dsp;802984
add;2053816
dsp;2053816
add;918088
dsp;918088
add;175744
dsp;175744
add;1033504
dsp;1033504
add;1545176
dsp;1545176
add;1907792
dsp;1907792
add;3752
dsp;3752
add;1950328
dsp;1950328
add;957976
dsp;957976
add;2011616
dsp;2011616
add;1335104
dsp;1335104
add;550096
dsp;550096
add;233568
dsp;233568
add;1724912
dsp;1724912
add;1747912
dsp;1747912
add;1119040
dsp;1119040
add;1664400
dsp;1664400
add;199000
dsp;199000
add;1547568
dsp;1547568
add;271504
dsp;271504
add;1809304
dsp;1809304
add;255776
dsp;255776
add;538592
dsp;538592
add;885616
add;1586120
add;860928
dsp;860928
dsp;885616
dsp;1586120
add;442240
dsp;442240
add;1290240
dsp;1290240
add;163144
dsp;163144
add;443344
dsp;443344
add;358472
dsp;358472
add;1833000
dsp;1833000
add;1683472
dsp;1683472
add;1048416
dsp;1048416
add;958544
dsp;958544
add;970824
dsp;970824
add;980720
dsp;980720
add;865608
dsp;865608
add;1063648
dsp;1063648
add;1318392
dsp;1318392
add;514224
dsp;514224
add;801856
dsp;801856
add;1367824
dsp;1367824
add;1699784
dsp;1699784
add;19600
dsp;19600
add;1367104
dsp;1367104
add;691264
dsp;691264
add;1015344
dsp;1015344
add;1932608
dsp;1932608
add;1829560
dsp;1829560
add;1665552
dsp;1665552
add;1740576
add;1975256
add;1507632
add;1780392
add;1955736
add;367248
add;753064
dsp;1740576
dsp;1780392
dsp;1955736
dsp;1507632
dsp;1975256
dsp;753064
dsp;367248
add;2011552
dsp;2011552
add;516056
dsp;516056
add;48376
dsp;48376
add;212312
dsp;212312
add;1626800
dsp;1626800
add;1017736
dsp;1017736
add;825944
dsp;825944
add;1322960
dsp;1322960
add;85280
dsp;85280
add;1242032
dsp;1242032
add;714376
dsp;714376
add;641752
dsp;641752
add;1000456
dsp;1000456
add;244448
dsp;244448
add;1994376
dsp;1994376
add;342544
dsp;342544
add;1581504
dsp;1581504
add;1435656
dsp;1435656
add;82256
dsp;82256
add;1611992
dsp;1611992
add;1803240
dsp;1803240
add;1282296
dsp;1282296
add;612000
dsp;612000
add;1574272
dsp;1574272
add;1937344
dsp;1937344
add;1244472
dsp;1244472
add;2074832
dsp;2074832
add;306624
dsp;306624
add;443304
dsp;443304
add;859816
dsp;859816
add;1477976
dsp;1477976
add;597200
dsp;597200
add;962784
dsp;962784
add;461488
dsp;461488
add;894576
dsp;894576
add;76616
dsp;76616
add;68472
dsp;68472
add;201504
dsp;201504
add;1124032
dsp;1124032
add;1673000
dsp;1673000
add;1980240
dsp;1980240
add;1238592
dsp;1238592
add;1773808
dsp;1773808
add;1723056
dsp;1723056
add;1388608
dsp;1388608
add;1044544
dsp;1044544
add;1703656
dsp;1703656
add;1995368
dsp;1995368
add;492672
dsp;492672
add;2076816
dsp;2076816
add;1508416
dsp;1508416
add;449176
dsp;449176
add;1938016
dsp;1938016
add;1493104
dsp;1493104
add;1150728
dsp;1150728
add;1930992
dsp;1930992
add;385784
dsp;385784
add;697896
dsp;697896
add;1442600
dsp;1442600
add;62416
dsp;62416
add;1141952
dsp;1141952
add;1591136
dsp;1591136
add;361856
dsp;361856
add;1872640
dsp;1872640
add;2044744
dsp;2044744
add;1310928
dsp;1310928
add;156856
dsp;156856
add;60432
dsp;60432
add;580136
dsp;580136
add;1142888
dsp;1142888
add;1209368
dsp;1209368
add;565624
dsp;565624
add;728776
dsp;728776
add;451288
dsp;451288
add;1416336
dsp;1416336
add;272
dsp;272
add;1986968
dsp;1986968
add;1438096
dsp;1438096
add;768032
dsp;768032
add;1533264
dsp;1533264
add;1525176
dsp;1525176
add;1125144
dsp;1125144
add;709664
dsp;709664
add;1791232
dsp;1791232
add;1972288
dsp;1972288
add;1252736
dsp;1252736
add;1619840
dsp;1619840
add;122152
dsp;122152
add;1897288
dsp;1897288
add;1928424
dsp;1928424
add;1821440
dsp;1821440
add;295688
dsp;295688
add;965264
dsp;965264
add;1457832
dsp;1457832
add;1280232
dsp;1280232
add;1221096
dsp;1221096
