add;871112
dsp;871112
add;902072
dsp;902072
add;1925000
dsp;1925000
add;1824584
dsp;1824584
add;1564160
dsp;1564160
add;1586976
dsp;1586976
add;280976
dsp;280976
add;896880
dsp;896880
add;1712768
dsp;1712768
add;361144
add;1765128
add;1347008
add;1764368
add;1457032
add;287488
add;1216432
add;435968
add;1428600
add;540456
add;1633632
add;1246208
add;664448
add;382128
dsp;1764368
dsp;1765128
dsp;1633632
dsp;1457032
dsp;1428600
add;1240256
add;1620816
add;592408
add;1471408
add;1220896
add;418752
add;461984
add;1942064
add;72816
add;2016560
add;1662872
add;1875032
add;1348480
add;851024
add;677432
add;1036216
dsp;1471408
dsp;1348480
dsp;1347008
dsp;1246208
dsp;1240256
dsp;1220896
add;1112576
add;1949616
add;1033120
add;464408
add;1564648
add;805680
add;9792
add;2030968
add;1456456
add;637992
add;238904
add;107032
add;970064
add;1659736
add;1614328
dsp;1216432
add;493096
dsp;1112576
dsp;1036216
dsp;1033120
dsp;970064
dsp;851024
dsp;805680
dsp;677432
dsp;664448
dsp;637992
dsp;592408
dsp;540456
dsp;493096
add;1134376
add;553456
add;1452280
dsp;464408
add;987344
add;2051504
add;563768
add;1617832
add;999456
add;1975408
add;2067792
add;1340688
add;1628744
add;798240
add;1255480
add;1806928
add;279072
add;867888
add;1208728
add;1962616
add;743232
dsp;461984
add;1092120
dsp;435968
dsp;418752
add;1705992
dsp;382128
dsp;361144
dsp;287488
dsp;279072
add;788080
add;1100064
add;1081728
add;189024
add;273296
add;1464680
add;1292912
add;1135520
add;365864
add;750712
add;467640
add;419096
add;1061096
add;202800
add;701488
add;1947600
add;950944
add;377704
add;1809784
dsp;273296
add;1660336
dsp;238904
add;1787984
dsp;202800
add;1876200
dsp;189024
add;1665680
dsp;107032
dsp;72816
add;290232
dsp;9792
add;369840
add;1931728
dsp;290232
add;766976
add;899264
add;1649696
add;991160
add;360760
add;54344
add;889528
add;1708064
add;657400
dsp;360760
dsp;365864
add;942064
dsp;369840
add;1869312
dsp;377704
add;402696
dsp;402696
add;239864
dsp;419096
add;848856
dsp;467640
add;2028600
